date,product,sales,optimal_discount_pct
2020-01-01,B0085W2MUQ,1.5228075875056255,0.0
2020-01-02,B0085W2MUQ,0.8330888789028899,0.0
2020-01-03,B0085W2MUQ,3.995174210332924,0.0
2020-01-04,B0085W2MUQ,4.007009510608313,0.0
2020-01-05,B0085W2MUQ,3.4088048000140865,0.0
2020-01-06,B0085W2MUQ,1.1740019529763197,0.0
2020-01-07,B0085W2MUQ,1.624322776815344,0.0
2020-01-08,B0085W2MUQ,3.4878767564377946,0.0
2020-01-09,B0085W2MUQ,3.617852309673755,0.0
2020-01-10,B0085W2MUQ,9.291867602455966,0.0
2020-01-11,B0085W2MUQ,2.9924304194452267,0.0
2020-01-12,B0085W2MUQ,2.354729379076175,0.0
2020-01-13,B0085W2MUQ,1.4817261939538684,0.0
2020-01-14,B0085W2MUQ,4.098928612971341,0.0
2020-01-15,B0085W2MUQ,4.587179470388028,0.0
2020-01-16,B0085W2MUQ,8.315245962711957,0.0
2020-01-17,B0085W2MUQ,1.7816439684013785,0.0
2020-01-18,B0085W2MUQ,4.260683103828848,0.0
2020-01-19,B0085W2MUQ,2.3023443879917798,0.0
2020-01-20,B0085W2MUQ,1.887122724051272,0.0
2020-01-21,B0085W2MUQ,2.0287461873996904,0.0
2020-01-22,B0085W2MUQ,2.0559669393823903,0.0
2020-01-23,B0085W2MUQ,2.818726379545777,0.0
2020-01-24,B0085W2MUQ,2.0298265802062483,0.0
2020-01-25,B0085W2MUQ,3.055167691379312,0.0
2020-01-26,B0085W2MUQ,2.602488101718324,0.0
2020-01-27,B0085W2MUQ,2.6026559749579032,0.0
2020-01-28,B0085W2MUQ,2.410277949271867,0.0
2020-01-29,B0085W2MUQ,3.5806162047129035,0.0
2020-01-30,B0085W2MUQ,4.378881099014447,0.0
2020-01-31,B0085W2MUQ,4.693364927843269,0.0
2020-02-01,B0085W2MUQ,3.7214370683713223,0.0
2020-02-02,B0085W2MUQ,2.656997835612673,0.0
2020-02-03,B0085W2MUQ,1.9251782501426555,0.0
2020-02-04,B0085W2MUQ,1.0535608891402228,0.0
2020-02-05,B0085W2MUQ,2.682999350494764,0.0
2020-02-06,B0085W2MUQ,2.658110998388981,0.0
2020-02-07,B0085W2MUQ,3.238173646892416,0.0
2020-02-08,B0085W2MUQ,3.340921278811739,0.0
2020-02-09,B0085W2MUQ,2.1374993324360787,0.0
2020-02-10,B0085W2MUQ,2.202252597789184,0.0
2020-02-11,B0085W2MUQ,1.9047175130180487,0.0
2020-02-12,B0085W2MUQ,4.1037385390859535,0.0
2020-02-13,B0085W2MUQ,3.5571319077957746,0.0
2020-02-14,B0085W2MUQ,4.112086300375032,0.0
2020-02-15,B0085W2MUQ,2.9852790319314906,0.0
2020-02-16,B0085W2MUQ,2.821734175490521,0.0
2020-02-17,B0085W2MUQ,2.6858300072228034,0.0
2020-02-18,B0085W2MUQ,2.267846105736335,0.0
2020-02-19,B0085W2MUQ,3.812423101698596,0.0
2020-02-20,B0085W2MUQ,4.933911263684238,0.0
2020-02-21,B0085W2MUQ,2.5798872400638,0.0
2020-02-22,B0085W2MUQ,2.3178306193288822,0.0
2020-02-23,B0085W2MUQ,3.371027920658963,0.0
2020-02-24,B0085W2MUQ,1.3934266140075566,0.0
2020-02-25,B0085W2MUQ,2.11812488175928,0.0
2020-02-26,B0085W2MUQ,2.5902804280646907,0.0
2020-02-27,B0085W2MUQ,2.633537773945328,0.0
2020-02-28,B0085W2MUQ,1.7408909402243231,0.0
2020-02-29,B0085W2MUQ,2.98009150026246,0.0
2020-03-01,B0085W2MUQ,6.784853874130365,0.0
2020-03-02,B0085W2MUQ,4.377561976239682,0.0
2020-03-03,B0085W2MUQ,3.5404807979331574,0.0
2020-03-04,B0085W2MUQ,6.6136600237577925,0.0
2020-03-05,B0085W2MUQ,6.304069362638297,0.0
2020-03-06,B0085W2MUQ,11.205264466544904,0.0
2020-03-07,B0085W2MUQ,9.835809295980084,0.0
2020-03-08,B0085W2MUQ,5.3455505364430405,0.0
2020-03-09,B0085W2MUQ,2.2170043223545903,0.0
2020-03-10,B0085W2MUQ,3.0867772760803027,0.0
2020-03-11,B0085W2MUQ,6.519857594533236,0.0
2020-03-12,B0085W2MUQ,4.619424281290596,0.0
2020-03-13,B0085W2MUQ,8.6157922630481,0.0
2020-03-14,B0085W2MUQ,6.2704182629068015,0.0
2020-03-15,B0085W2MUQ,7.898991946204215,0.0
2020-03-16,B0085W2MUQ,6.920759331466302,0.0
2020-03-17,B0085W2MUQ,5.355381544760533,0.0
2020-03-18,B0085W2MUQ,13.922399469125075,0.0
2020-03-19,B0085W2MUQ,14.69101324996566,0.0
2020-03-20,B0085W2MUQ,10.709176301824984,0.0
2020-03-21,B0085W2MUQ,7.829829473966778,0.0
2020-03-22,B0085W2MUQ,10.450987242153069,0.0
2020-03-23,B0085W2MUQ,4.863900849597635,0.0
2020-03-24,B0085W2MUQ,4.807061799481829,0.0
2020-03-25,B0085W2MUQ,6.319244237616378,0.0
2020-03-26,B0085W2MUQ,5.761773322346468,0.0
2020-03-27,B0085W2MUQ,7.326875318691335,0.0
2020-03-28,B0085W2MUQ,7.046862657205169,0.0
2020-03-29,B0085W2MUQ,6.662963145959541,0.0
2020-03-30,B0085W2MUQ,2.3045044943774866,0.0
2020-01-01,B008FWZGSG,2.814536108590953,0.0
2020-01-02,B008FWZGSG,1.6664016954289538,0.0
2020-01-03,B008FWZGSG,3.8893661092747007,0.0
